event,round,rank,lane,athlete_name,athlete_number,affiliation,record,note,competition,date,venue
男子対校砲丸投,決勝,5,8,葛原　大聖(6):5131,三重大,9.15,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校砲丸投,決勝,6,9,松村　安晃(4):2121,関西医科大,9.10,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校砲丸投,決勝,7,3,稲澤　篤(2):3997,近畿大,8.21,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校砲丸投,決勝,8,1,井住　俊貴(4):3992,近畿大,8.00,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校砲丸投,決勝,9,2,清家　拓海(6):3988,近畿大,6.24,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,1,6,萩原　大地(1):2296,奈良県立医科大,33.36,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,2,9,松村　安晃(4):2121,関西医科大,29.60,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,3,4,岡本　元臣(5):50034,岐阜大,28.81,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,4,8,奥田　知宏(5):50053,愛知医科大,28.71,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,5,5,加藤　大暉(6):2177,名古屋大,26.49,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,6,12,佐々木　悠至(-):1572,和歌山県立医科大,24.19,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,7,7,石田　匠(3):2503,京都大,23.23,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,8,3,齋藤　岳(5):2145,奈良県立医科大,20.88,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,9,11,林　昇矢(1):2416,奈良県立医科大,18.29,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,10,2,進士　拓真(2):3514,名古屋大,15.19,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,-,10,土田　佑樹(4):71342,高知大,NM,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校円盤投,決勝,-,1,江原　弘粋(3):71347,高知大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,1,5,葛原　大聖(6):5131,三重大,52.90,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,2,3,石本　奨真(4):3995,近畿大,49.47,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,3,6,袴田　幸侑(6):5135,三重大,40.47,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,4,9,佐々木　悠至(-):1572,和歌山県立医科大,39.49,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,5,7,奥田　知宏(5):50053,愛知医科大,37.95,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,6,16,山下　祐樹(3):71343,高知大,37.29,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,7,4,村山　遼(5):40627,福井大,37.14,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,8,15,河島　将太朗(5):3994,近畿大,35.69,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,9,1,難波　喬輔(4):50055,愛知医科大,34.95,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,10,12,西村　育己(2):4000,近畿大,32.57,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,11,8,鳥居　士竜(3):1566,和歌山県立医科大,32.09,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,12,11,稲垣　智大(4):3606,香川大,26.06,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,13,10,宇井　菖(3):71346,高知大,23.10,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,14,13,小島　和矩(5):61748,京都府立医科大,19.49,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,15,14,浅本　慶千(6):3608,香川大,18.94,,,,2025年6月29日,皇子山総合運動公園陸上競技場
男子対校やり投,決勝,-,2,加藤　大暉(6):2177,名古屋大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100m,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100m,決勝,1,6,齋藤　虹香(4):614,京都大,w12.56,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100m,決勝,2,4,山口　紗季(4):844,関西医科大,w12.86,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100m,決勝,3,5,中西　陽詩(3):60739,京都府立医科大,w12.92,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100m,決勝,4,3,小山　美南(5):71112,高知大,w12.94,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100m,決勝,5,8,市岡　由羽(1):52385,名古屋大,w13.03,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100m,決勝,6,1,福原　恵実(2):725,大阪公立大,w13.31,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100m,決勝,-,2,木曽　早紀(3):52017,岐阜大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100m,決勝,-,7,渡邉　悠莉香(2):2397,藤田医科大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校200m,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校200m,決勝,1,5,齋藤　虹香(4):614,京都大,25.87,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校200m,決勝,2,3,中西　陽詩(3):60739,京都府立医科大,26.99,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校200m,決勝,3,4,長門　伶香(2):850,関西医科大,27.28,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校200m,決勝,4,7,松尾　美玖(2):849,関西医科大,27.37,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校200m,決勝,5,8,川野　柚奈(2):71088,広島大,27.57,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校200m,決勝,6,2,龍　葵(5):1569,和歌山県立医科大,27.83,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校200m,決勝,7,1,山根　亜理沙(1):61072,大阪大,27.85,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校200m,決勝,8,6,熊田　有紀子(6):3604,香川大,28.91,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,1,3,塩路　香乃(3):1562,和歌山県立医科大,1:04.38,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,2,6,西川　愛美(4):845,関西医科大,1:06.19,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,3,5,鎌田　唯希(1):1420,愛媛大,1:08.53,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,4,4,高田　真帆(2):883,奈良県立医科大,1:12.85,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,5,2,田中　花野(2):71123,高知大,1:12.95,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,-,7,藤原　友絵(M2):1187,岡山大・OPEN,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,-,8,伊藤　光香(5):71110,高知大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,1,3,杉江　優愛(2):2361,藤田医科大,59.05,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,2,4,南茂　希美(3):2831,京都大,1:00.66,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,3,8,北條　和花菜(2):60788,滋賀医科大,1:01.11,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,4,6,縫部　愛菜(2):71086,広島大,1:02.36,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,5,5,伊藤　花宝(6):5151,三重大,1:04.01,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,6,2,合志　知優(1):1068,関西医科大,1:04.02,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校400m,決勝,7,7,長門　伶香(2):850,関西医科大,1:06.44,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,1,8,山��　絢美(1):2868,京都府立医科大,2:38.60,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,2,6,柴原　美月(2):1180,岡山大,2:47.75,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,3,7,稲葉　遥(5):2189,名古屋大,2:48.54,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,4,3,本郷　来実(1):61048,滋賀医科大,2:52.65,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,5,4,宇都宮　里帆(4):1183,岡山大,2:54.41,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,6,5,田邊　美妃(1):2872,京都府立医科大,3:01.89,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,1,4,小山　明華(3):52018,岐阜大,2:46.11,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,2,6,淺生　真由(3):5144,三重大,2:55.09,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,3,7,杉本　惟乃(4):40256,福井大,2:56.87,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,4,5,玉田　志織(3):71120,高知大,2:57.58,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,5,8,佐藤　真衣(5):71113,高知大,3:37.92,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,-,3,永井　真愛(4):5148,三重大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,1,6,古川　尚美(3):60978,滋賀医科大,2:34.22,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,2,8,久門　優羽(2):1150,愛媛大,2:35.61,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,3,4,山村　里奈(3):52031,愛知医科大,2:38.51,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,4,3,堀　明日香(4):5149,三重大,2:39.14,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,5,5,平野　里桜(4):1182,岡山大,2:40.60,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,6,7,松枝　舞桜(3):2450,浜松医科大,2:54.70,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,7,2,藤本　怜花(1):3520,名古屋大,3:04.96,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,1,5,馬場　瑞希(2):1210,岡山大,2:23.56,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,2,4,南茂　希美(3):2831,京都大,2:28.34,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,3,3,鳥居　芽生(3):52130,浜松医科大,2:29.14,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,4,6,塩井　春翔(4):60648,大阪大,2:32.06,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,5,8,日野谷　レナ(6):60609,京都大,2:32.53,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,6,7,吉田　菜々(3):71085,広島大,2:39.34,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校800m,決勝,7,2,田中　智帆(2):1221,徳島大,2:50.95,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,1,1,堀江　侑以(1):2878,京都府立医科大,5:28.37,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,2,8,稲葉　遥(5):2189,名古屋大,5:35.71,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,3,7,勝藤　鈴乃(6):3612,香川大,5:39.80,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,4,6,柴原　美月(2):1180,岡山大,5:46.86,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,5,5,淺川　結生(1):1067,関西医科大,5:56.28,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,6,4,宇都宮　里帆(4):1183,岡山大,5:59.55,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,7,12,大河原　寧々(3):2451,浜松医科大,6:08.26,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,8,9,西尾　渚希彩(1):52428,愛知医科大,6:14.12,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,9,10,樋口　瞳子(3):52021,岐阜大,6:19.26,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,10,3,馬渕　那菜(1):2786,京都大,6:20.95,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,11,2,關　佳奈子(1):1046,奈良県立医科大,6:24.23,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,12,11,石田　有衣子(2):3983,近畿大,7:34.95,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,1,4,塩井　春翔(4):60648,大阪大,5:03.20,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,2,8,笹沢　優香(3):1361,島根大,5:03.29,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,3,5,兼子　心寧(3):52132,浜松医科大,5:05.25,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,4,6,日野谷　レナ(6):60609,京都大,5:05.32,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,5,12,廣瀬　春佳(2):40257,福井大,5:13.20,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,6,11,平野　里桜(4):1182,岡山大,5:28.65,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,7,3,宮本　香那実(1):1069,関西医科大,5:29.51,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,8,9,三品　百香(1):52416,名古屋大,5:40.15,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,9,1,西谷　美咲(3):1575,和歌山県立医科大,5:50.56,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,10,10,中村　珠世(4):2221,京都大,5:58.17,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,11,2,谷村　有香(4):1159,愛媛大,5:58.39,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,12,13,赤堀　志帆(3):71084,広島大,6:02.43,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校1500m,決勝,-,7,戸谷　優香(5):3437,香川大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,1,7,笹沢　優香(3):1361,島根大,10:57.01,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,2,8,日野谷　レナ(6):60609,京都大,11:13.69,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,3,6,兼子　心寧(3):52132,浜松医科大,11:15.10,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,4,16,廣瀬　春佳(2):40257,福井大,11:18.44,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,5,4,戸田　涼来(2):1216,徳島大,11:30.58,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,6,13,石川　真紀(4):1565,兵庫医科大,11:40.13,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,7,12,稲益　彩心(1):3517,名古屋大,12:04.84,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,8,2,岡田　奈由子(2):2197,名古屋大,12:44.15,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,9,18,勝藤　鈴乃(6):3612,香川大,12:44.36,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,10,15,渡邉　遥南(3):52022,岐阜大,12:46.00,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,11,10,島村　果歩(2):40213,福井大,12:49.80,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,12,14,中村　珠世(4):2221,京都大,12:52.34,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,13,17,古川　尚美(3):60978,滋賀医科大,12:57.20,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,14,11,笹沢　紀香(3):1359,島根大,12:58.73,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,15,1,谷村　有香(4):1159,愛媛大,12:59.74,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,16,3,宇都宮　里帆(4):1183,岡山大,13:00.75,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,17,5,飯塚　恵莉子(2):1215,徳島大,13:18.45,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校3000m,決勝,-,9,塩井　春翔(4):60648,大阪大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100mH,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100mH,決勝,1,5,古俣　衣梨(4):52139,名古屋大,15.09,GR,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100mH,決勝,2,3,木曽　早紀(3):52017,岐阜大,15.68,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100mH,決勝,3,4,新谷　桃花(1):1070,関西医科大,16.76,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100mH,決勝,4,6,山城　たくみ(4):71117,高知大,17.28,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100mH,決勝,5,8,田中　智帆(2):1221,徳島大,18.91,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校100mH,決勝,-,7,多和　蒼唯(2):724,大阪公立大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,1,4,前田-北條-瀬山-出村,滋賀医科大,53.45,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,前田　菜々子MAEDA　Nanako(3):60982,滋賀医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,北條　和花菜HOJO　Wakana(2):60788,滋賀医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,瀬山　結菜SEYAMA　Yuina(5):60973,滋賀医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,出村　そらのDEMURA　Sorano(3):60976,滋賀医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,2,6,神野-田中-前島-山根,大阪大,54.54,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,神野　ほのかKAMINO　Honoka(1):61074,大阪大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,田中　巴那TANAKA　Hana(1):61078,大阪大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,前島　有稀MAEJIMA　Yuki(1):1121,大阪大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,山根　亜理沙YAMANE　Arisa(1):61072,大阪大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,3,5,杉本-河内-熊田-三好,香川大,55.91,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,杉本　美咲SUGIMOTO　Misaki(4):3603,香川大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,河内　梨緒KAWACHI　Rio(5):3615,香川大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,熊田　有紀子KUMADA　Yukiko(6):3604,香川大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,三好　なつ実MIYOSHI　Natsumi(3):3614,香川大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,4,8,上田-高田-木下-宮下,奈良県立医科大,55.98,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,上田　万葉UEDA　Mayo(5):881,奈良県立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,高田　真帆TAKADA　Maho(2):883,奈良県立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,木下　苺香KINOSHITA　Maika(1):1045,奈良県立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,宮下　実羽MIYASHITA　Miu(5):879,奈良県立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,5,7,山口-中西-東-荻野,京都府立医科大,57.73,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,山口　七海YAMAGUCHI　Nanami(3):2685,京都府立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,中西　陽詩NAKANISHI　Hinata(3):60739,京都府立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,東　和花AZUMA　Nodoka(1):2879,京都府立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,荻野　夏帆OGINO　Kaho(2):2172,京都府立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,6,3,森-山本-伊藤-松本,三重大,57.76,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,森　ほのかMORI　Honoka(4):5150,三重大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,山本　紫織YAMAMOTO　Shiori(2):5143,三重大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,伊藤　花宝ITO　Hanaho(6):5151,三重大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,松本　実桜MATUMOTO　Mio(1):5955,三重大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,順位,ﾚｰﾝ,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,1,6,佐藤-市岡-古俣-石榑,名古屋大,50.87,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,佐藤　未徠SATO　Miku(1):52417,名古屋大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,市岡　由羽ICHIOKA　Yu(1):52385,名古屋大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,古俣　衣梨KOMATA　Eri(4):52139,名古屋大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,石榑　萌百ISHIGURE　Momo(5):2187,名古屋大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,2,3,合志-長門-松尾-山口,関西医科大,50.98,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,合志　知優KOSHI　Chihiro(1):1068,関西医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,長門　伶香NAGATO　Reika(2):850,関西医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,松尾　美玖MATSUO　Miku(2):849,関西医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,山口　紗季YAMAGUCHI　Saki(4):844,関西医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,3,4,川那部-小山-岸-廣瀬,高知大,51.21,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,川那部　真帆KAWANABE　Maho(1):71418,高知大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,小山　美南KOYAMA　Minami(5):71112,高知大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,岸　惠麻KISHI　Ema(3):71118,高知大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,廣瀬　真実HIROSE　Mami(5):71114,高知大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,4,8,荒木-木谷-塩路-龍,和歌山県立医科大,52.00,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,荒木　咲希ARAKI　Saki(3):1578,和歌山県立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,木谷　はるKITANI　Haru(4):1565,和歌山県立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,塩路　香乃SHIOJI　Kano(3):1562,和歌山県立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
